recomendacao_conteudo,qtde_ocorr,perc_ocorr
"Criar mecanismos de supervisão das suas atividades aéreas, visando assegurar-se do adequado planejamento dos vôos, em especial no tocante ao conhecimento prévio das características do aeródromo a ser utilizado.",1,0.08
"Criar mecanismos de divulgação aos operadores da aviação geral sobre os ensinamentos colhidos na presente investigação, alertando quanto à importância de se criar uma cultura de Segurança de Voo.",1,0.08
"Converter a versão mais recente do Service Bulletin 204V-2 da Lycoming em Diretriz de Aeronavegabilidade, visando reforçar a obrigatoriedade do seu cumprimento.",1,0.08
"Atuar junto à Empresa Brasileira de Infraestrutura Aeroportuária (INFRAERO), a fim de que aquele operador aeroportuário implemente melhorias no sistema de drenagem do Aeródromo Carlos Prates (SBPR), Belo Horizonte, MG, de modo a evitar que os drenos de escoamento de águas pluviais fiquem destampados e expostos, tornando-se obstáculos às aeronaves que venham a experimentar uma excursão de pista.",1,0.08
"Consolidar banco de dados referente aos avistamentos de aves ocorridos na TMA-SV, permitindo diagnosticar os aspectos intervenientes ao RISCO AVIÁRIO, com base em informações como: horário, local e altitudes de maior incidência, espécies mais comuns e outras, possibilitando a veiculação de mensagens precisas de alerta sobre a presença de aves, a serem divulgadas por meio de NOTAM e/ou de mensagens transmitidas aos pilotos pelos controladores de tráfego aéreo.",1,0.08
Considerar a inclusão obrigatória de conteúdo específico concernente ao gerenciamento do risco operacional na parte teórica dos programas de instrução dos aeroclubes e escolas de aviação.,1,0.08
"Considerar a conveniência de divulgar, por e-mail, aos operadores de suas respectivas áreas, o filmete produzido pelo SERIPA VI sobre acidentes resultantes de pane seca.",1,0.08
"Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS DA PRESENTE INVESTIGAçãO, JUNTO AOS DIVERSOS OPERADORES DA AVIAçãO AGRíCOLA, BUSCANDO RESSALTAR AS SEMELHANçAS ENTRE OS ASPECTOS LEVANTADOS NESTA INVESTIGAçãO E A REALIDADE VIVENCIADA PELOS OPERADORES DESTE SEGMENTO DA AVIAçãO CIVIL.",1,0.08
"Com vistas a coibir desvios que ponham em risco a segurança das operações aéreas, estabelecer procedimentos de fiscalização sobre o embarque e o desembarque de passageiros nos pátios remotos.",1,0.08
"Certificar-se, por ocasião de vistoria técnica realizada na aeronave de marcas PR-STJ, do adequado funcionamento do seu CVR.",1,0.08
"Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Goiás, no sentido de que aquele operador demonstre que o seu Sistema de Garantia da Qualidade (SGQ) garante que a instrução ministrada atinge os objetivos propostos e que todos os seus procedimentos se mantêm de acordo com os requisitos estabelecidos no RBAC 141 em vigor.",1,0.08
"Avaliar, em conjunto com o órgão de certificação primária do Learjet 35A, a viabilidade de serem implantadas melhorias no painel de controle de combustível, de forma que o mesmo apresente simultaneamente a quantidade existente em cada tanque, visando prover segurança na leitura e na interpretação feita pela tripulação.",1,0.08
"Certificar-se, por meio de vistoria de segurança de voo especial, de que a realização dos voos de aerolevantamento pela Engemap Engenharia Mapeamento e Aerolevantamento Ltda., está em conformidade com o disposto na Seção 91.167 Requisitos de combustível para voos IFR do RBHA 91.",1,0.08
"Certificar-se do cumprimento, pela CIOPAER, do treinamento de CRM pelos tripulantes, de acordo com o preconizado pela IAC 060-1002A, de 14ABR2005.",1,0.08
"Certificar-se de que o tempo limite para revisão (TBO) de 3.600 horas do modulo 3 do motor Arriel 1D1 estabelecido através do SB n° 292.72.0832, é apropriado para identificar a possibilidade de deterioração do rolamento traseiro do modulo 3 (PN 9609000408).",1,0.08
"Certificar-se de que a lista de verificações, checklist, disponível nas aeronaves da EJ Escola de Aeronáutica Ltda. cumpram fielmente os itens contemplados na lista de verificações do manual da aeronave.",1,0.08
"Certificar-se da correta aplicação dos critérios para aprovação de Pilotos em avaliações teóricas e práticas contidas na IS nº 00-002 revisão B ""Fichas de Avaliação de Piloto - FAP"", pelos Inspetores e/ou Examinadores da Aviação Civil.",1,0.08
"Caso os limites de peso e balanceamento permitam, recomenda-se que mantenha os tanques de combustível de sua aeronave sempre cheios entre voos, quando não estiver operando continuamente, como forma de minimizar a possibilidade de formação e condensação do vapor de água.",1,0.08
"Avaliar, em coordenação com o DECEA, o estabelecimento de requisitos de sinalização de redes de transmissão e de distribuição nos arredores de aeródromos, notadamente daqueles situados em regiões com relevo acidentado, com vistas à prevenção de acidentes aeronáuticos.",1,0.08
"Avaliar se existe impedimento ou restrição de ordem técnica-operacional para o helicóptero, modelo AS350 B2, operar em SBBH e, caso haja, implementar as medidas mitigadoras necessárias com vistas ao gerenciamento de risco para preservar a segurança operacional.",1,0.08
"Atuar junto à VOARE Táxi-Aéreo Ltda., a fim de que aquela organização aperfeiçoe seus mecanismos de planejamento de voo e supervisão gerencial, visando incrementar os níveis de segurança operacional requeridos para o desempenho das atividades para as quais tal empresa é certificada.",1,0.08
"Avaliar os procedimentos adotados na oficina de manutenção do Aeroclube do Brasil, principalmente no cumprimento das especificações contidas no MPI, com a finalidade de evitar a reincidência de erros relacionados com a aplicabilidade de diretrizes de aeronavegabilidade nas aeronaves para as quais a oficina é certificada.",1,0.08
"Avaliar o estabelecimento de mecanismos de controle sobre as empresas de táxi aéreo, de maneira a evitar a ocorrência de voos com tripulações em desacordo com as normas fixadas pela legislação.",1,0.08
"Avaliar junto à Autoridade Primária de Certificação a viabilidade de revisar as práticas e procedimentos de manutenção preventiva descritos nos manuais dos operadores das aeronaves Cessna 170, a exemplo do que já foi realizado em relação às aeronaves das séries 300 e 400, a fim de implementar um controle mais detalhado e rigoroso sobre a manutenção de aeronaves mais antigas e ainda em operação.",1,0.08
"Avaliar junto à Autoridade Primária de Certificação a possibilidade de identificar os pinos de fixação por Part Number (PN), de modo a evitar que sejam manufaturados nas oficinas de manutenção.",1,0.08
"Avaliar junto à ANAC a necessidade de revisar o checklist da aeronave, inserindo um item de cheque específico para verificar as bombas de combustível ligadas.",1,0.08
Avaliar junto ao fabricante a necessidade de modificar o tipo de material usado nas lâminas dos corta-fios instalado nas aeronaves Ipanema para assegurar o rompimento de tipos de fios mais resistentes.,1,0.08
"Avaliar a pertinência de atuar junto ao certificador primário, de forma a demandar do fabricante da aeronave ou do atual detentor do certificado a emissão de instruções técnicas que orientem quanto à adequada fixação dos cabos elétricos na região dos motores das aeronaves PA-25-235.",1,0.08
"Certificar-se, por ocasião da fiscalização das atividades de instrução de voo realizadas pelas escolas de formação de pilotos da aviação civil, incluindo os aeroclubes, do fiel cumprimento do RBHA 141.35, que dispões sobre a Qualificação do Coordenador de Cursos.",1,0.08
"Avaliar junto ao operador da aeronave a implementação de uma supervisão mais rígida, com a inclusão de reuniões de coordenação diárias ou semanais com todos os envolvidos nas operações.",1,0.08
"Avaliar a viabilidade de revisão do NOTAM de SDTB, a fim de que haja uma adequada padronização para a realização dos circuitos de tráfego e operação de Aeronaves Leves Esportivas Especiais naquele aeródromo, levando em consideração as especificidades dele, da ATZ-ATIBAIA e a presença de áreas densamente povoadas ao seu redor, considerando o preconizado pelas Regras do Ar em vigor, de forma que sejam elevados os níveis da segurança de voo das operações naquela localidade.",1,0.08
"Avaliar a pertinência de atuar junto à DS AIR TÁXI AÉREO LTDA., a fim de que seu Programa de Treinamento seja revisto, visando incluir um acompanhamento do desempenho de seus tripulantes, de modo a mitigar todos os reportes em fichas, reavaliando o desempenho ou propondo novos treinamentos.",1,0.08
"Avaliar a viabilidade de atuar junto às empresas aéreas de transporte regular (RBAC 121), no sentido de alertar as tripulações quanto aos efeitos do uso e/ou abstinência de medicamentos antidepressivos no desempenho das atividades profissionais.",1,0.08
"Avaliar a substituição da aeronave Aero Boero AB-115/180 da instrução aérea dos Aeroclubes e Escolas de Formação de Pilotos, em virtude do grande número de ocorrências relacionadas à dificuldade de controle da aeronave no solo.",1,0.08
"Avaliar a remoção dos obstáculos não frangíveis existentes na faixa de pista de pouso e decolagem do aeroporto de Jacarepaguá, conforme previsto no capítulo 3 do Anexo 14 - Projeto e Operações de Aeródromos, da OACI.",1,0.08
"Avaliar a possibilidade de reforçar a obrigatoriedade no repasse das informações meteorológicas atualizadas pelo OEA, conforme previsto nas publicações normativas desse órgão (MCA 100-16), às aeronaves em voo que estejam decolando ou pousando em localidades desprovidas de órgãos de controle ATS.",1,0.08
"Avaliar a possibilidade de normatizar as ações, por parte dos órgãos de Serviço ou Controle de Tráfego Aéreo, de modo a informar ao Operador do Aeródromo a ocorrência de chuva com intensidade suficiente para contaminação da pista, com a finalidade de que o operador receba a informação a tempo para a realização da inspeção de pista.",1,0.08
"Avaliar a possibilidade de confeccionar uma publicação similar ao FAA-H-8083-9A - Aviation Instructor's Handbook - da Federal Aviation Administration (FAA), onde se expõe detalhadamente as técnicas de instrução e atributos desejáveis dos instrutores, entre vários outros temas de interesse sobre o assunto.",1,0.08
"Avaliar a possibilidade de aprimorar os mecanismos de fiscalização, de maneira a garantir que os requisitos de segurança aplicáveis à modificação de uma aeronave, de um motor convencional e de sua respectiva instalação na aeronave, para utilização do etanol, sejam observados pelas oficinas certificadas e, em última análise, pelos operadores.",1,0.08
Avaliar a possibilidade de adequar o RBAC-135 de modo a considerar que o treinamento prático em voo e as avaliações periódicas sejam realizados no tipo de aeronave efetivamente pilotada pelos tripulantes das empresas de táxi-aéreo.,1,0.08
"Avaliar a pertinência de revisar a IS 137.201-001, em especial os itens 5.7.7 e 5.7.9, a fim de esclarecer ou especificar quais seriam as publicações técnicas que devem ser usadas como referência nas modificações realizadas nas aeronaves e nos motores para a utilização de álcool etílico hidratado como combustível, assim como quem seriam os responsáveis pela elaboração e aprovação de procedimentos de manutenção específicos para operação de aeronaves com motor convertido para operar com álcool etílico hidratado como combustível.",1,0.08
"Atuar junto à empresa Taim Aero Agrícola Ltda., a fim de que o operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO), sobretudo no que diz respeito aos mecanismos de planejamento de voo e avaliação dos riscos nas suas áreas de operação.",1,0.08
"Avaliar a pertinência de incluir informações adicionais nas cartas ADC de aeródromos em que operam aeronaves de fuselagem larga (wide), contendo restri??es e/ou observações relativas ?s taxiways com curvas maiores que 90?",1,0.08
"Avaliar a pertinência de estabelecer no RBAC 135 os requisitos de experiência recente para os detentores de certificados que possuem aeronaves monomotores e multimotores que não sejam à turbina, estabelecendo os requisitos específicos para voo noturno e incentivando o uso de simuladores de voo ou dispositivo de treinamento para simulação de voo (Flight Simulation Training Device -FSTD) qualificados e aprovados pela ANAC.",1,0.08
"Avaliar a pertinência de estabelecer critérios objetivos para a avaliação operacional de motores amparados pelo item 5.2.2 da IS 91.409-001, Rev. B, com vistas a propiciar referências seguras para que os operadores possam optar por ultrapassar os prazos de horas e tempo calendárico recomendados.",1,0.08
"Avaliar a pertinência de criar mecanismos de monitoramento e fiscalização de pilotos cujos Certificados Médicos Aeronáuticos (CMA) sejam emitidos com restrições para realização de voo solo, voo de instrução ou voo com outro piloto com restrição de CMA.",1,0.08
"Avaliar a viabilidade de incluir no sistema eletrônico de planos de voo (SIGMA) uma lógica capaz de identificar e bloquear os planos sob regra de voo visual (VFR) em que a operação ocorrerá no período noturno e fora dos limites de uma ATZ, CTR, TMA, ou ainda, na inexistência desses espaços aéreos, quando realizado dentro de um raio de 50 Km (27 NM) do aeródromo ou heliponto de partida.",1,0.08
"Avaliar a pertinência de revisar a ICA 100-37 - Serviços de Tráfego, com o fito deacrescentar orientações claras aos controladores de tráfego aéreo no sentido de instruiradequadamente as aeronaves que estejam se aproximando para áreas diferentes daquelasdesignadas para pouso a executarem uma arremetida ou procedimento de aproximaçãoperdida, a exemplo do que trata a publicação para os temas de incursão e/ou presença deobstáculos na pista.",1,0.08
"Avaliar a necessidade de incluir na tabela de modelos de aeronave classe que requeremendosso específico as aeronaves de modelo PC-12, de modo a garantir o cumprimento derequisitos mínimos de capacitação e treinamento para pilotos habilitados a operar taisequipamentos.",1,0.08
"Atuar junto às demais Unidades Aéreas Públicas (UAP) operadoras do modelo AS350, com a finalidade de certificar-se de que os procedimentos operacionais previstos no Safety Information Notice Nº 2992-S-00, notadamente o cheque do pairado, conste dos Procedimentos Operacionais Padronizados (SOP) e esteja efetivamente sendo realizado por suas tripulações.",1,0.08
"Avaliar a necessidade de emissão de Diretriz de Aeronavegabilidade, ou documento equivalente, referente à incorporação do Service Bulletin 500-32-0011 e do Service Bulletin 500-27-0017 nas aeronaves modelo EMB-500 Phenom 100.",1,0.08
"Atuar, junto a BRASFLIGHT ESC. BRASILEIRA DE AVIAÇÃO CIVIL LTDA. de modo a garantir que esta esteja executando práticas operacionais adequadas no âmbito da instrução em voo.",1,0.08
"Avaliar a implantação do SGSO na empresa PEMA - Pereira Machado Táxi Aéreo Ltda., de acordo com os requisitos estabelecidos no MGSO.",1,0.08
Avaliar a aplicabilidade e a viabilidade de realização dos treinamentos descritos no SFAR 73 no Brasil.,1,0.08
"Atuar, junto às oficinas que realizam a montagem do garfo em aeronaves AS 350, de modo a certificar-se que seus inspetores sejam alertados da importância do acompanhamento dos serviços, principalmente nas fases mais críticas e naquelas que afetam diretamente a aeronavegabilidade das aeronaves.",1,0.08
"Atuar, junto à empresa Stilus Táxi-Aéreo, de forma que esta venha a aprimorar seu gerenciamento dos fatores de risco associados às operações.",1,0.08
"Atuar, junto à empresa JOTAN Táxi-Aéreo Ltda., de forma que esta venha a aprimorar seu gerenciamento dos fatores de risco associados às operações.",1,0.08
"Avaliar a mudança de classificação das aeronaves modelo Caravan C-208 para TIPO, tomando-se por base o grau de complexidade da sua operação por apenas um piloto.",1,0.08
"Atuar, junto à USINA CORURIPE AÇÚCAR E ÁLCOOL, de modo a garantir que sejam adotadas ações no sentido de remanejar o bagaço de cana-de-açúcar, depositado na área de manobras do aeródromo, em função da contaminação da pista pela dispersão do pó deste subproduto, o que acarreta a diminuição do coeficiente de atrito da superfície asfaltada, principalmente, nas condições de pista molhada, colocando em risco o controle das aeronaves no solo.",1,0.08
"Atuar, junto à Tiarte Comércio e Manutenção de Aeronaves Ltda., no sentido de verificarse os procedimentos relativos à supervisão gerencial da OM atendem a legislaçãoaplicável, a fim de mitigar recorrências de não conformidades similares às identificadasnesta investigação.",1,0.08
"Atuar, junto à Taxi Aéreo Hércules Ltda., a fim de que seja corrigido o problema nos liquidômetros das aeronaves da frota.",1,0.08
"Atuar, junto à Starflight Academia de Aviação Civil, de forma a assegurar que os instrutores e alunos sejam orientados sobre procedimentos de estacionamento em locais que apresentem restrições na área de manobras.",1,0.08
"Atuar, junto à AEROVAC Aviação Agrícola Ltda., a fim de criar mecanismos de Supervisão Gerencial e de Segurança de Voo, visando à melhoria do controle das atividades dos pilotos, particularmente o cumprimento de um planejamento de voo criterioso.",1,0.08
"Atuar, junto ao operador do aeródromo de SDKH, para que este adote as medidas necessárias para a recuperaçõo das condições da pista de pouso e decolagem, principalmente no que se refere ? instalação de uma cerca patrimonial e melhoramento da cobertura asfáltica.",1,0.08
"Atuar, junto ao operador da aeronave (QNE Escola de Aviação Civil Ltda.), no sentido de assegurar-se de que a realização das inspeções de 50 e de 100 horas dos motores marca Lycoming, modelo 0-235-L2C, atenda adequadamente à seção 4 do Lycoming Operator?s Manual, O-235 e O-290 series, bem como ao estabelecido na letra (d) do Apêndice D do RBAC 43, no que se refere à remoção, análise e instalação de velas de ignição.",1,0.08
"Atuar, junto à administração do Aeródromo de Correntina, BA (SNTY), de forma a garantir que os preceitos estabelecidos pelo RBAC 164 sejam observados em caráter permanente pelo operador do aeródromo.",1,0.08
Avaliar a necessidade de emissão de Diretriz de Aeronavegabilidade para a aplicação do Service Bulletin SEB07-5 - Secondary Seat Stop nas aeronaves Cessna Aircraft modelo U206F.,1,0.08
"Atuar, junto ao Aeroclube do Paraná, de modo a garantir a adoção de ações no sentido melhorar a supervisão das atividades de instrução.",1,0.08
"Atuar junto às Organizações de Manutenção Airtech Soluções Aeronáuticas Ltda. (COM N° 1604-31) e Estrela Dourada Manutenção Aeronáutica (COM nº 1601-42), no sentido de averiguar a adequação dos procedimentos executados, notadamente no que se referem às inspeções periódicas e revisões gerais executadas nos magnetos Continental tipo S6LSC-204T, PN 10-600646-201.",1,0.08
"Atuar junto à organização de manutenção Uirapuru Serviços Aeronáuticos Ltda., no sentido de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando assegurar que a organização atenda continuamente aos requisitos estabelecidos pela autoridade de aviação civil, principalmente no que se refere à transcrição dos registros dos serviços de manutenção executados para os documentos de controle técnico dos operadores (cadernetas de célula, motor e hélice), de forma completa e clara.",1,0.08
